,Comment,Sentiment
899,"WHAT CAN I SAY ABOUT THE SITUATION OF GALAXY MOBILE 🤗🤗🤗 ?
I HAVE NOTE 20 ULTRA, NOTE 9, NOTE 2, TAB A7 😁😁",Neutral
900,"Now, I can buy the s22 Ultra...",Positive
901,"I loved this trailer! Just because of this commercial, I gotta change my iphone and buy a s23 ultra",Positive
902,Wow that was amazing!!,Positive
903,Man this video is so good its making me wanna buy this phone even tho i can't  afford it 😂,Positive
904,Background music from IronMan first flight.,Neutral
905,Now this was fun to watch,Positive
906,"Q? Whats new?
Ans : nothing😂",Neutral
907,Wow these phones are so great I can't wait least 10 more year's to afford one,Positive
908,😎 I'm an s22 ultra user now this is my next beast 🙂,Positive
909,It needs to be called the note,Neutral
910,Hey Samsung ! I love your phones specially that one Samsung S23 ultra and i want that but i can't .. But in future i will. It's so fantastic 💝,Positive
911,Simply... nothing new,Neutral
912,"Samsung always innovative , even is this ad 🔥🔥",Positive
913,The BGM ❤️❤️,Positive
914,Is it like really in this video when it comes to full screen and 200mp pictures? I just find a 200mp mode for 4:3 in the camera menu,Neutral
915,Kill the i phones 🤣,Negative
916,Lol can't buy this one as well😢,Negative
917,Who's this actress?,Neutral
918,I WANT THIS FOR INDIAN PRICE ????????,Positive
919,Nothing new 😪😒,Negative
920,Good phone but still an incremental upgrade and too close to iPhone prices.,Positive
921,Mighty ultra ...,Neutral
922,"samsung just stick to one phone for atleast 2 years , every year we regret we should've bought upcoming galaxy device 💔😀",Negative
923,"Very Interesting Video,  i like it
one day i will buy galaxy s23 Ultra, my dream 🥰",Positive
924,Samsung never disappoints.... Stunning phone again!!!!!,Positive
925,Everything is new🥰,Positive
926,"Hi samsung.
I have use now sm A52s but problem is here's not work auto call recording option.i need to solve this.",Negative
927,"*_I think it's safe to say that Samsung™ innovates MUCH more than their biggest (fruity) competitor is comfortable acknowledging._* 😉👌🏿

*_""Samsung™: Reminding 'em who's King 👑!""_* 😁🏆",Positive
928,Ad is so impressive 👏,Positive
929,Samsung The only competitor for apple,Neutral
930,My dream smartphone galaxy S23 ❤❤👌1TO,Positive
931,That's great 👍 👌,Positive
932,they did the APPLE THING of naming every feature 😂,Neutral
933,Nice creativity team,Positive
934,full of Garbage.,Negative
935,Looks like an AliExpress commercial 🤦‍♂,Negative
936,The number is new 23 😗😗,Neutral
937,<Iphone 😮‍💨,Neutral
938,lop qilishniyam chichvoribslar,Neutral
939,"Already have my galaxy s ultra green 512 gb, nice phone 😁",Positive
940,This is worth the hype!,Positive
941,"I think it's time we got a new software design *One UI* looks terrible, specially the notification panel... yuck",Negative
942,Iron man theme on the trailer 🙂,Positive
943,"Love this commercial !, hope that i can have that S23 ultra",Positive
944,Price is not good,Negative
945,The flagship of flagships,Neutral
946,The galaxy S 23 Ultra 🇻🇳🇻🇳🇰🇷🇰🇷🔥🔥🔥🔥🔥🔥🔥🔥🔥,Positive
947,Airdrop is apples,Neutral
948,How do u get that astronaut number whom you have send the photo 😜,Neutral
949,Cringe,Negative
950,Honestly i didn't find anything epic about this new ultra device,Negative
951,"Too bad you keep putting a curve display on your high end phone... It's useless, annoying,  fragile, hard to protect, and not even appealing. Flat design 6.6 would be much better.",Negative
952,Good thing they fixed this low light photo/video issue this was one of the reason I ditched S22 ultra. Definitely looking forward to upgrade from S10+ to S23 ultra.,Positive
953,This video looks like a school project!,Neutral
954,Does it run on 'BharOS'?,Neutral
955,Next microwave oven,Neutral
956,Back Housing is fragile,Negative
957,It's all fun in games when they are still making fun of iphone for having the same design every year,Neutral
958,"Everyone seeing phone
Le me: Seeing the girl with his ring and earring",Neutral
959,Hey Samsung can you gift me this monster 😁😁😁,Positive
960,Hey what's actually new?😉,Positive
961,One of the reasons I want a new job with good salary 🤤,Positive
962,Nothing new just the price is new.,Neutral
963,How bout the battery??,Neutral
964,I hate bottom left speaker also 8.9mm thick..,Negative
965,There’s nothing new.,Neutral
966,Director should be work at McDonald’s,Neutral
967,I can get a $100 upgrade to this from my s22 ultra is it even worth it? The only thing that seams to be different is that is has a snapdragon 8 gen 2 and a 200mp main lense. Is it worth it for $100?,Neutral
968,If premium and mid-bugged look similar why should I buy the premium? In the place ( i and you ) are different.,Neutral
969,Bring S pen in budget like (Note 10 Lite at least in India).  Nowadays even iPhone coming in budget. Who all Agree❤️🧡💛💚💙💜🤎🖤🤍♥️💔,Positive
970,"Wish I could get this masterpiece..

Well...

""My low budget account says hi""",Neutral
971,Such a good ad in a long time,Positive
972,"*Most powerful processor *
Laughs in Bionic.",Positive
973,Dont compare with iOS camera 😂😂🤣,Neutral
974,Samsung what’s new? Except camera downgrade and snapdragon 8 gen 2. 😂,Neutral
975,"Whatever they produce, after 2 years you have to visit service center to change display and they will charge 1/2 of the original phone price. Enjoy",Positive
976,cringe 💀,Negative
977,awful introduction 😐,Negative
978,"Have been waiting for s23 U for a year now, will get this soon . @samsung",Positive
979,"Keeping my S22 Ultra, will not spend again money. We all end up using the phone for casual photos and to see some silly things in YouTube or Instagram. Hope mine last at least 4 more years",Neutral
980,Not bad.. for an android 😂,Positive
981,Literally the worst phone ad ever.,Negative
982,"I don't understand why you decreased the selfie camera from 40MP to 12MP. It is probably cost effective, so all S23 have the same selfie camera but still... So much money for the ultra and you downgrade the hardware? Why can't you improve the selfie camera in hardware and software like you did with the rear camera?",Negative
983,My iphone clicks better picture than this…come n see,Positive
984,thank god i switched to apple!,Positive
985,That means nothing new 😂😂😂,Neutral
986,Battery improvement is by far the best thing Samsung done this s23 ultra,Positive
987,I feel bad for buying iPhone 14 pro😢,Negative
988,Love the video!,Positive
989,Iphone Hard-core fans : Still Iphone is best 😼. [😑🚶],Positive
990,Raw astro photography Bless Me heart ❤️,Positive
991,place gift me smasung s22 😥😥😩,Neutral
992,Best camera phone 2023,Positive
993,Only the name is new...same old same old,Neutral
994,I have the s22 ultra so I wasn't really impressed until it showed 1:20 Astrophoto!? The only reason I'm even thinking about upgrading already,Negative
995,Is this a S23 ultra cameras ad or S23 ultra phone ad!!!!….all they showed is upgraded camera features,Neutral
996,"microSD card slot? 3.5mm jack? MST? Iris scanner? Blood oxygen measure? Removable battery? Biometrics on the back or side?
...Two-staged camera stutter button?
...No?
Okay.

Note 9 over all.",Neutral
997,What a nice trailor,Positive
998,What was the game that shows in the advertisement?,Neutral
999,Happy you finally woke up @Samsung! :),Positive
1000,Whats new: nothing just some Apple stuff,Positive
1001,These days phones just sell cameras to us,Negative
1002,Wow. that's new.,Positive
1003,Does this phone have aptx adaptive and/or aptx lossless?,Neutral
1004,It looks just like like my 22 ultra with small upgrades idk if it's worth the money,Neutral
1005,"Same same nothing new just the number 3, but I will definitely buy this phone than any other chinese brand phones",Positive
1006,The new update eats so much god dang memory its ridiculous.  Its killing my fold 4 battery ao fast . You put all apps to deep sleep or sleep and it still is smashing memory.  Its ridiculous how taxing there software and bloatware is getting.,Negative
1007,"Every year with new surprise..... Still waiting, when I get one.",Positive
1008,Wth,Neutral
1009,CIRNGE,Neutral
1010,The best ad I've ever seen,Positive
1011,"Cool and all but they bragged how fast the 22 ultra was and this is my 4th replacement thru T-Mobile. Lags, gets hot, charges slow when hot or says stopped due to device heating, can't use the camera when it's hot, just overall this thing picks and chooses when to work. And the battery picks and chooses when to last or die fast as ever. Dropped 30% in just 30 minutes is quite ridiculous",Negative
