Comment,Sentiment
"Nightogotophy in space, I like how innovative is that :D",Positive
I'm still rolling with a Nokia 3310 😎,Positive
My iphone clicks better picture than this…come n see,Positive
"Don’t celebrate too early., iqoo11 will be there.😀😃😊😊",Positive
Stop ✋️ 🫸 android 🤢🤮💩👎,Negative
i have 22 ultra rifles and if i look barely really use back its features so guess i better save my money [UNK],Neutral
I better have the winning lottery numbers and get me one if these babies😍,Positive
so basicly nothing newer than the old samsungs,Neutral
So those 3 got the phone for free already 🤔 wow lucky,Positive
Iphone is best,Positive
"Astrography, Nightography and most importantly expensography",Neutral
"samsung is w, z but a ton of apple party fanboys won'a t even go ask because they absolutely hate being samsung",Negative
I think I should upgrade from S22 Ultra!!,Positive
lol t can't buy myself this one better as [UNK],Negative
"because i have been buying samsung devices from sense 21 ultra. this was the trade in offer i have ever seen. $ 500 for a $ 1, 500 phone, you would offer $ 1, 000 mobile for a less than one month again. i will have loyal to your products for years, i'm long apart of the ecosystem. watch, pc tablet, 360 power pro, ultra 22. this was a joke and further insult to your established android customers.",Negative
"Apple ad - in a city 
Samsung ad - in the space",Neutral
Yes Sir!!! all I keep hearing is good things about this phone The new S23 ultra. I just purchased mine today 🎉 (256 gb phantom black )can't go wrong of course. The great thing is i only Paid $559!! for a brand new S23 ultra of course with a trade in my old (Samsung S22 ultra) awesome deal!!!,Positive
this is cute! hope battery 🔋 life has no issue on this one 😍,Positive
"I m so much love wiht the add.

The best one.

Hye can you send me that.

Night vision ✨️",Positive
Same as s22 ultra they made fun of apple then did the same exact thing….,Neutral
The goat of android phones,Neutral
Why you not call me in launching day 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🌞😡,Negative
What a good device I am looking at Samsung A73,Positive
This video shows that you can keep your s23ultra and wait another year,Positive
Just gonna get the s23 ultra when I save up,Neutral
This is crazyy,Negative
if the new s series paper has retained the original pen now are they actually even going to make anything anymore note series?,Neutral
Okay. Must admit this is the best smartphone commercial I have seen in recent times.,Positive
New technology,Neutral
Boring,Negative
I missed these cheesy Samsung advertisements 🥰,Positive
Give me for free please 😭,Neutral
Absolutely incredible introduction video,Positive
"in another nice year, find another samsung phone and another year praying that our people isn't going ever to buy that stupid wireless phone.",Negative
if cringe marketing were a YouTube video,Neutral
Cool advert!,Positive
What astronaut doing in the space,Neutral
Now it is called performance booster in every thing ❤️😍,Positive
"Superb excellent amazing phone
Samsung always top class....",Positive
Thank god Black guy appeared in this video. Else U.S almost banned this phone for not having enough diversity in AD.,Neutral
Same as last year 🤣🤣,Neutral
"That astronaut, lol 😆",Positive
That guy with the beanie is so cute. lol,Positive
when can im i buy it directly with your my sony hdfc credit card on samsung official international website with emi?,Neutral
To much of animation,Neutral
InshaAllah I will own this phone,Positive
What's new? Uh... Nothing new actually.,Neutral
"just keep talking your great old phone, there probably even seemed to lazy to change the design a nice little",Neutral
"and i ’ m still still avoiding asking, what ’ s our new [UNK]",Neutral
If the S series has the pen now are they even going to make anymore note series?,Neutral
"S pen Not new
Astrophotography not new
The games I can play here, I can play the same game in Note 20 ultra with same experience...
Stable video, not new,
Quick Share not new...

So what's new? Nothing except for the ad",Neutral
is used 100 x zoom icon is 2 not currently available either in galaxy s23???,Neutral
but that'd s all??,Neutral
👆3s.🐱 : 💬🐱Wh.🐱Bl.🐱Gold🐱Gr.🐱...💬,Neutral
pls any one gfit me this phone,Neutral
Plz give me one🥺🙏,Positive
Nice technology camara is unbelievable super,Positive
So All it has is a better camera and screen I'll keep my fold 4,Positive
"that samsung is actually still 2 years away right from another apple, that i mean when it comes to performance",Neutral
Nice loop at the end,Positive
I need money...f****************k,Neutral
S 21 ultra and my next one will probably be the 23 ultra in a year or so,Neutral
2:36 great finishing music 👌,Positive
You guys should gift me one of these devices,Positive
need pls i don'help t mention the iphone at here.. it'if s quite uncomparable... see pls,Negative
"So instead of actually trying to innovate they are playing it the apple way. Marginal improvements at a slow and steady pace. If I want an iPhone I will get one. If you want a real android device continue looking elsewhere. Even the ROG Phones have come a long way. Samsung just give us back what you took: Headphone Jack, IR blaster, a removable battery with water resistance (S5), and especially the Micro SD card slot. Where has Samsung gone with the absence of D.J Koh?",Neutral
Who is the actress they used ??,Neutral
Very cartoonist,Neutral
No headphone jack and microSD card slot... I am sorry but this is not something which is worth more than my S10+,Negative
so boring,Negative
Just incredible like always 🤩☺️🤩,Positive
so just gonna get the original s23 red ultra when i save hell up,Neutral
nothing new behind [UNK],Negative
samsung what ’ s new?... except with camera type downgrade camera and snapdragon camera 8 gen 2. 9 [UNK],Neutral
Cream or green  Which one....??  I'm confused....,Negative
What happen to the bada$$ trade in value Samsung? $350 for my S21 Ultra? I'll pass for now.,Neutral
"When ""Galaxy"" literally makes sense.",Positive
i have kept the s22 ultra so quiet i wasn't really impressed until it showed the 1 : 20 minutes astrophoto!? now the only reason i'll m feeling even worth thinking about are upgrading them already,Negative
time to upgrade from my S7,Neutral
How about battery?,Neutral
"still using i s10 + [UNK] no card money to... buy her it, could someone even buy one another for me?",Neutral
0:23 Motor 0:49 Deep Sea [Subtitle] 1:08 DéSpace UFO And Dévano S Funtasic Sofa 2:03 Night,Neutral
i think its kind of bad time to apple and its user,Negative
Great phone,Positive
Cool,Positive
Dangggg!!! I'm an iPhone user with a 13 Pro Max ever since Samsung ditched the Note series!! I was a total Note fan since I was a kid & was to buy the latest Note when i finish my school then they ditch Note! (2021). So I went with Apple BUT now mannn I wanna turn back again kinda. This is truly nxt lvl!! Especially so far the coolest Note ad I've seen! Brings back so many memories... I think this is the one of the top 10s best ad's I've watched...! thank you Samsung <3,Positive
